ECD	7.288	6.888	5.841	8.67	7.74	6.821	6.81	8.214	7.839	8.047	6.566	6.311	7.16	6.66	6.493	5.802	6.785
ECM1	7.897	10.98	6.761	9.559	8.242	10.57	7.638	8.722	7.992	8.941	9.945	8.652	10.7	8.385	9.001	9.285	10.49
ECM2	6.449	10.95	4.246	8.785	9.036	6.851	6.94	9.167	5.946	8.515	6.394	6.499	5.46	7.54	8.107	7.744	8.236
EDN1	4.943	8.97	4.825	8.288	6.572	5.262	4.775	6.899	5.032	6.773	5.447	5.838	4.799	4.696	5.8	5.304	4.787
EDN2	0	0	0	4.06	0	0	0	2.707	0	0	0.2693	0	2.572	0	0	1.547	0
EDN3	13.09	7.982	0	6.596	7.485	1.494	1.176	5.655	2.855	6.583	5.655	0	1.098	3.58	5.61	3.173	9.211
EED	6.836	7.428	7.469	8.254	8.067	6.965	7.915	8.812	10.38	8.154	7.392	7.531	7.665	6.778	8.264	7.554	7.141
EFEMP1	4.598	12.12	5.945	8.999	9.154	7.261	8.263	9.006	6.752	10.17	8.163	8.823	5.792	8.95	10.79	10.13	9.554
EFEMP2	9.462	11.85	9.493	8.978	9.892	8.346	8.188	10.26	8.695	10.14	9.502	8.136	6.162	8.704	9.653	10.55	9.042
EFNA1	7.341	8.694	8.464	9.483	7.36	8.055	8.568	7.11	7.679	7.161	8.518	7.413	10.2	7.036	8.184	8.034	7.774
EFNA2	3.814	4.958	1.229	3.833	5.163	0.7051	4.901	3.896	3.672	3.897	3.157	3.311	2.786	5.631	1.782	2.805	2.975
EFNA3	7.763	6.517	4.95	10.31	7.867	6.866	7.362	6.59	6.893	6.802	5.627	5.154	4.586	6.582	5.8	6.129	7.362
EFNA4	8.513	7.371	5.82	8.254	8.012	6.32	7.037	7.153	8.391	7.352	5.953	6.373	6.986	6.913	6.791	6.481	6.219
EFNA5	7.653	5.24	7.058	7.108	5.35	6.644	5.083	6.459	3.106	5.224	3.878	3.223	4.404	6.41	5.188	5.188	3.932
EFNB1	8.475	8.622	7.33	9.371	8.377	7.478	6.731	8.086	6.934	8.035	7.417	6.212	6.083	8.279	7.139	6.545	6.785
EFNB2	7.768	8.74	5.221	8.599	7.6	8.533	7.401	7.65	7.579	7.639	6.58	7.112	4.696	7.925	7.645	6.23	7.446
EFNB3	6.89	4.607	8.424	7.505	7.271	4.522	7.872	6.068	7.311	6.513	6.411	7.278	6.862	6.706	4.669	8.554	6.52
EGR1	11.6	12.88	7.9	10.25	10.23	10.37	9.947	12.15	9.456	10.35	9.945	8.567	9.048	11.2	11.07	10.36	10.68
EMR1	1.964	7.428	2.162	2.802	5.797	3.987	0	5.243	0	4.827	5.598	0	3.42	0	6.579	4.924	5.129
EPHA1	0	2.07	0	8.437	5.663	3.621	3.561	6.996	0	3.027	2.805	0	0	1.191	3.367	3.593	0
EPHA10	1.293	0	0	0	2.627	0	0.3283	4.883	0	3.661	2.992	0	1.629	0	0	2.309	0
EPHA2	10.21	9.589	7.731	9.929	7.837	7.914	7.375	7.708	10.44	9.489	7.527	6.691	7.234	7.285	8.946	7.498	6.145
EPHA3	6.363	8.439	2.414	5.438	7.485	6.403	4.877	6.238	2.986	5.669	5.447	5.177	2.016	4.115	5.014	5.574	5.986
EPHA4	4.145	7.903	2.899	8.964	6.645	6.923	6.462	7.043	4.439	6.403	4.606	5.896	7.913	5.567	6.808	8.242	8.847
EPHA5	2.604	6.015	5.596	0	0	6.185	6.386	1.233	7.891	4.436	4.768	6.481	0	5.43	4.104	0	7.426
EPHA6	8.201	5.24	0.09181	2.802	5.35	4.594	0	4.085	3.106	3.027	1.117	0	0.2502	2.148	3.367	0	0
EPHA7	6.553	6.517	1.677	5.355	6.414	3.128	0	5.464	1.27	4.827	0	0	0	2.148	2.267	0	6.785
EPHB1	5.848	3.449	0	5.517	0	3.987	2.254	3.107	8.343	0	0	0.2232	0	1.191	3.367	1.547	0
EPHB2	2.913	6.015	0	2.802	4.697	4.522	3.788	6.559	5.811	6.283	2.992	2.924	1.629	0	5.074	6.191	4.787
EPHB3	9.623	7.183	6.927	8.343	5.663	7.204	5.522	6.315	6.04	5.791	5.787	0.2232	4.268	7.255	6.254	6.043	4.91
EPHB4	10.23	9.117	7.666	8.617	7.706	7.399	9.48	7.751	9.611	7.52	7.711	8.924	9.813	8.759	7.907	7.232	8.739
EPHB6	2.913	4.958	0.09181	10.39	6.236	4.793	5.895	7.215	1.632	6.941	2.805	2.683	4.586	7.4	5.014	4.336	3.369
ERAP1	7.857	10.65	6.817	11.35	10.62	7.683	8.16	11.31	8.709	10.65	9.049	8.09	9.532	7.548	9.223	9.322	10.09
ERAP2	5.59	11.52	8.592	9.244	11.6	9.31	5.522	11.37	8.606	12.09	6.939	4.978	7.602	7.784	10.8	10.99	7.115
ESAM	8.856	10.03	6.833	8.375	7.985	7.969	8.022	8.958	7.194	8.46	7.35	8.062	6.713	9.047	8.555	8.083	8.265
Etv1	9.979	9.639	6.773	7.703	8.995	9.412	9.752	9.325	4.571	8.974	8.894	9.053	10.67	5.534	8.523	7.406	11.3
Etv4	9.756	8.057	3.127	4.582	4.006	9.323	7.953	4.403	8.391	5.04	6.706	7.347	8.566	2.719	8.399	3.818	9.235
Etv5	9.912	9.444	6.593	7.083	8.848	9.887	10.27	8.075	11.79	9.161	9.236	9.961	11.6	6.428	10.17	7.723	9.849
F11R	7.191	10.25	6.574	11.11	10.5	10.29	8.963	9.874	9.79	8.81	8.113	8.812	5.792	8.309	10.29	9.245	9.252
F2R	9.358	9.444	8.672	9.111	9.262	7.488	7.468	9.399	7.36	8.915	6.821	6.77	5.911	7.912	7.208	8.147	7.436
F2RL1	4.682	6.407	0.9398	9.244	6.033	5.431	5.441	5.976	1.27	6.441	0.2693	3.311	0	3.924	3.852	2.578	5.228
FADD	5.104	7.183	6.381	6.361	5.797	7.096	6.13	6.739	7.292	6.967	6.521	6.321	5.767	6.874	6.426	6.343	8.212
FAM19A1	2.42	0	0	0	0	0	0	2.707	0	0	0	0	0	0	0	0	0
FAM19A2	4.021	6.619	2.525	5.517	6.715	2.672	2.761	5.53	3.748	5.309	4.606	0	1.629	4.202	3.983	4.1	2.975
FAM19A3	5.936	5.476	4.037	4.256	7.125	5.431	0	4.982	4.345	4.1	5.655	0	0	2.937	6.118	4.407	0
FAM19A4	5.355	4.141	0.09181	4.428	6.781	3.128	2.094	6.238	3.32	3.897	4.357	0.8081	2.016	1.748	2.267	3.173	2.432
FAM69B	7.295	5.679	7.252	4.256	6.572	8.33	8.137	5.77	10.1	7.448	7.891	7.177	7.896	8.616	7.948	7.298	7.707
FAP	7.033	12.11	6.388	9.36	11.06	7.535	8.626	11.16	6.512	10.08	8.876	8.001	5.956	7.652	10.15	10.36	10.4
FAS	6.35	7.248	4.213	7.784	7.524	5.508	3.937	7.573	6.339	7.655	5.348	3.393	4.696	5.357	6.402	5.479	5.129
FASLG	3.383	6.968	0	8.581	8.242	6.011	3.216	9.682	4.017	9.281	5.655	2.683	4.338	0	6.118	6.708	6.311
FCER1G	7	13.91	8.189	13.13	13.09	13.65	9.177	11.76	9.155	12.5	9.962	8.888	9.306	9.116	11.41	11.67	11.33
FCGR2B	6.66	12.94	6.891	11.59	13.58	10.94	9.618	10.12	8.319	8.774	8.73	9.187	7.878	8.076	10.6	10.29	10.27
FCGR3A	8.194	13.37	9.351	9.535	12.33	11.54	9.293	13.52	9.913	12.54	11.76	9.232	10.94	9.124	12.46	13.16	12.94
FCGRT	8.961	12.68	9.887	10.66	12.25	10.21	9.584	12.13	11.08	11.87	10.61	10.06	8.954	10.84	10.52	12.03	10.58
FCN2	0	0	0	3.833	6.236	1.494	0	3.42	0	4.278	4.486	0	0	0	0	4.183	0
FGF10	3.737	6.888	3.792	6.079	7.485	4.279	3.498	5.927	3.954	4.708	4.214	2.393	4.338	5.466	4.669	3.466	4.044
FGF2	7.482	6.804	5.809	6.734	7.316	5.431	6.001	7.174	4.571	7.311	5.812	5.452	4.586	6.373	7.373	5.228	5.929
FGFR1	9.664	9.064	7.015	7.598	7.898	7.216	6.992	8.204	7.531	7.864	5.045	6.106	6.325	7.652	6.659	7.099	7.545
FGFR2	0	2.07	0	6.318	3.475	0.7051	0	3.107	0	3.897	0	0	0	0	0	3.818	0
FGFR3	3.814	6.015	2.414	11.14	5.35	7.389	5.931	5.77	6.183	6.197	4.547	2.393	6.739	4.755	4.318	4.475	4.85
FGFR4	6.098	2.07	3.999	4.428	6.645	3.621	3.498	5.655	8.212	5.224	4.866	2.808	5.147	6.9	6.64	3.327	3.811
FGFRL1	11.04	8.439	5.136	8.354	8.288	8.698	7.409	8.595	8.866	8.47	6.551	6.545	8.242	6.296	6.355	6.448	8.504
FLT1	8.314	9.099	7.629	7.703	7.671	7.204	7.431	7.665	7.782	7.892	8.275	7.018	6.646	7.071	7.731	7.971	7.913
FLT3	2.21	5.857	0	8.506	7.36	2.918	1.707	6.277	2.163	6.859	4.214	3.031	0	0	5.241	4.601	3.186
FLT4	6.158	6.888	0.5772	6.027	4.949	5.349	4.31	7.11	4.017	0.4911	1.117	3.311	2.973	6.084	4.504	0	0
FOXp3	4.723	7.311	3.055	8.032	6.645	4.522	3.679	7.387	4.017	7.043	4.056	3.13	3.656	3.444	5.482	5.748	5.179
FREM1	12.57	6.517	2.724	7.23	6.414	4.967	5.245	6.973	3.106	7.932	0	3.808	0	3.818	4.318	3.71	2.975
FREM2	7.778	5.857	5.753	6.596	7.271	0	5.458	4.253	1.27	5.309	5.127	2.393	2.321	6.428	5.293	8.846	2.432
FURIN	7.441	9.282	6.06	9.407	8.595	10.5	7.641	8.778	7.573	8.442	7.13	7.447	9.096	8.48	8.828	8.432	9.428
Fosl1	5.104	6.158	2.525	5.517	6.414	7.683	4.636	5.32	2.855	6.616	6.122	5.471	3.859	5.197	7.655	4.924	9.698
FoxO1	8.881	10.53	7.598	9.613	9.717	7.863	8.114	10.33	7.968	9.471	7.704	7.654	7.545	6.938	8.925	7.959	8.538
FoxO3	9.797	11.67	9.184	9.746	10.66	9.58	9.066	10.07	9.243	9.775	8.078	9.034	8.619	9.777	9.047	9.163	9.052
G6PD	9.032	11.78	8.424	10.49	10.69	9.903	8.838	9.801	9.112	10.82	10.01	9.514	10.3	9.392	10.22	9.37	9.535
GAPDH	13.31	14.11	13.26	13	13	14.63	13.5	12.57	14.09	13.14	14.11	11.5	13.71	15.01	14.02	12.61	13.19
GDF15.N	10.32	10.39	8.367	7.133	8.5	11.55	6.191	7.508	11.75	8.22	7.988	9.985	10.97	6.014	11.36	6.464	7.049
GDF15.C	10.57	10.09	9.846	4.06	7.271	13.69	6.861	5.594	12.78	7.466	8.954	11.27	12.17	7.285	12.48	5.828	5.708
GFI1	5.568	7.536	5.571	8.333	8.44	5.684	7.266	10.63	4.439	9.913	5.761	4.311	5.663	2.461	7.096	7.241	6.44
GNLY	4.414	8.02	3.92	7.486	7.445	4.664	3.621	10.28	5.757	8.305	4.214	3.223	4.268	4.696	6.991	5.635	5.448
GPC1	6.975	9.993	8.932	10.19	8.5	9.054	8.483	8.224	8.585	7.763	7.048	6.762	6.424	7.944	6.228	7.033	7.646
GRAP2	4.554	7.428	3.96	9.512	8.894	6.836	4.995	10.37	5.062	9.362	6.857	3.808	5.363	4.284	5.869	7.317	5.986
GRN	10.5	15.45	11.87	14.62	14.79	13.32	12.54	13.89	12.23	14.16	12.16	12.36	12.66	11.7	12.87	13.59	13.06
GXP1	9.535	12.21	10.32	11.8	12.98	11.67	11.39	12.48	11.83	12.02	11.67	10.86	11.57	9.771	12.52	11.87	12.65
GZMA	6.597	12.17	5.154	12.64	12.16	8.794	7.02	13.61	7.292	13.03	9.548	6.965	7.15	6.215	10.58	10.85	11.01
GZMB	3.383	10.4	2.628	9.867	8.119	7.976	3.679	11.1	5.405	10.38	6.821	3.031	6	4.023	9.316	8.727	7.79
GZMK	5.454	11.1	3.836	12.35	10.07	6.836	6.333	12.97	7.005	11.69	8.319	6.649	3.42	5.064	9.492	9.729	9.69
HAVCR2	5.329	10.44	6.105	9.232	10.86	8.457	7.401	11.48	7.36	11.21	8.825	7.268	7.724	6.86	9.467	10.01	9.726
HCK	6.413	11.54	6.132	10.98	11.19	7.658	6.842	10	6.512	10.48	8.173	6.707	6.456	7.265	9.266	9.089	8.398
HEPACAM	0	5.857	2.814	1.086	6.327	2.001	0	5.877	0	6.802	4.214	0.2232	0	3.444	3.547	4.012	0.7623
HGF	5.568	10.12	6.704	7.891	10.11	6.627	7.52	10.22	5.962	9.444	7.089	6.823	7.225	5.11	8.198	8.535	7.999
HLA-A	12.74	16.77	12.37	15.83	16.46	15.94	13.79	16.85	13.55	17.47	16.16	14.2	15.8	13.74	16.16	15.45	15.97
HLA-B	10.87	15.91	9.911	14.85	15.32	13.54	11.97	15.37	11.53	15.31	13.45	13.04	13.79	11.61	13.95	13.55	13.89
HLA-C	10.04	14.9	8.165	12.43	14.39	12.67	11.24	14.65	11.83	14.68	13.59	12.11	12.83	10.46	13.95	12.7	12.38
HLA.DMA	7.704	13.1	7.763	13.04	13.65	9.766	9.273	12.44	9.002	12.52	10.79	9.241	9.3	8.07	11.14	11.39	11.16
HLA.DMB	6.789	12.11	7.326	12.52	13.04	9.169	8.6	11.99	8.255	11.67	10.51	8.268	8.616	7.564	10.35	11.36	10.98
HLA.DOA	5.192	10.23	4.95	9.573	11.74	6.965	6.542	10.76	6.647	10.22	8.852	6.413	7.718	4.202	8.218	9.468	8.675
HLA.DOB	6.271	8.807	6.374	10.44	10.59	5.749	4.925	9.644	5.72	9.699	6.821	4.747	6.646	4.202	6.174	7.151	7.394
HLA.DPA1	8.922	15.83	10.28	13.64	16.08	12.67	11.37	15.56	11.37	14.44	13.52	11.13	11.95	9.691	13.02	13.96	14.21
HLA.DPB1	9.326	15.43	10.34	12.87	16.17	11.83	10.62	15.41	11.39	13.9	13.25	10.38	0	9.468	12.35	12.82	13.93
HLA.DQA1	2.42	15.8	2.525	15.48	16.5	11.37	3.136	15.84	10.81	4.278	12.61	0.8081	11.13	8.181	1.782	13.6	3.811
HLA.DQA2	3.886	5.679	0	6.227	5.163	0	0.8137	4.538	0.7841	4.827	2.992	0	0.2502	4.284	0	0	0
HLA.DQB1	7.638	13.6	8.312	12.5	15.12	10.35	10.04	9.924	9.169	13.92	10.24	9.937	9.919	7.024	11.28	11.82	13.08
HLA.DRA	10.06	17.24	11.33	17.46	18.01	13.03	12.89	16.76	12.56	16.11	14.84	12.65	13.23	9.778	14.77	15.63	15.53
HLA.DRB1	9.537	16.64	7.426	14.4	15.23	12.86	10.1	16.28	11.83	14.42	13.14	9.862	12.09	10.78	12.41	13.98	13.89
HLA-E	9.928	13.81	9.675	13.87	14.12	12.32	10.87	14.07	10.89	14.59	13	11.53	12.87	10.84	12.52	12.53	12.31
HLA-F	4.723	6.407	0	6.522	6.905	4.793	3.889	7.387	4.244	7.484	5.735	3.615	6	2.719	5.903	5.018	3.678
HLA-G	6.553	10.85	6.166	10.36	11.05	8.596	8.139	10.8	7.234	11.6	10.45	8.442	10.23	6.084	9.967	9.891	10.06
HLA.H	2.913	0	0.5772	3.564	0.3051	2.672	2.094	6.113	1.27	5.464	0.2693	0	3.543	0	5.132	3.593	0
HPRT1	7.254	8.382	10.26	8.87	8.736	10.01	8.73	8.988	8.212	8.713	10.95	8.278	8.874	9.099	10.2	9.233	9.601
HSP90AA1	12.9	14.09	15.57	12.89	13	14.72	14.58	13.13	14.52	13.51	14.87	13.54	14.87	14.89	16.16	13.66	14.81
HSPA1A	11.8	11.63	9.693	8.497	8.067	10.67	11.47	10.28	10.53	9.367	7.607	8.284	8.866	11.16	11.94	8.558	9.769
ICAM1	7.213	11.29	9.466	10.17	10.27	11.2	9.243	10.84	9.353	11.34	10.29	9.745	10.4	8.053	10.93	10.49	11.32
ICAM2	6.701	9.008	7.941	8.071	9.103	6.501	6.191	8.778	7.234	8.274	7.392	6.278	4.894	6.874	7.907	7.899	7.25
ICAM3	7.162	10.26	7.601	10.19	10.8	8.912	7.582	11.1	8.598	10.94	8.387	7.234	8.433	7.975	8.724	9.137	8.8
ICAM4	5.329	6.888	4.847	5.972	7.019	5.581	4.801	6.821	4.244	6.831	5.709	2.808	5.259	5.11	6.201	5.228	5.448
ICAM5	0	0	3.196	4.582	4.006	0	2.094	4.085	3.217	0	0	0	0	0.2739	3.708	2.309	2.729
ICOS	4.762	7.685	2.724	8.427	8.119	6.482	4.196	9.579	3.591	9.722	5.997	3.747	4.338	4.115	6.228	6.88	7.115
ICOSLG	4.723	8.646	5.435	8.11	9.319	6.661	5.355	8.656	7.317	8.176	7.216	4.649	4.894	5.534	6.379	7.056	6.46
IDH1	9.657	12.65	8.688	11.2	11.84	10.8	10.26	10.69	10.57	11.22	10.57	10.53	11.1	9.499	11.49	12.17	11.32
IDH3A	8.561	8.292	9.096	10.38	9.447	10.12	9.862	9.498	9.689	9.406	11.04	9.259	10.26	8.928	10.93	10.43	11.89
IDO1	6.608	9.663	6.184	10.87	8.288	9.436	5.245	11.28	5.846	10.61	10.8	4.031	10.79	3.924	8.523	8.942	9.905
IFI30	7.843	14.84	8.433	12.22	14.06	11.11	10.28	13.21	9.902	13.06	11.04	9.767	10.01	9.408	11.74	12.79	12.08
IFIH1	5.221	8.97	4.037	8.907	8.577	8.225	6.445	8.928	6.375	9.594	6.551	6.342	7.843	5.064	7.615	7.666	7.496
IFIT1	6.243	8.02	4.34	9.072	8.04	8.298	6.141	8.234	6.798	8.584	6.566	6.413	7.637	3.444	7.768	7.989	8.376
IFIT1L	2.42	4.607	0	0	5.35	0	0	3.896	0	0.4911	0	0	0	3.126	0	0	0
IFIT2	5.38	7.183	3.498	7.505	7.485	8.253	4.901	7.922	5.978	9.521	6.49	5.223	7.121	4.755	7.111	7.212	8.224
IFIT3	5.073	7.588	2.628	8.058	7.175	7.389	4.449	6.973	5.913	8.915	5.884	4.683	7.029	4.202	6.599	7.011	7.141
IFITM1	10.36	13.95	10.97	13.1	12.73	12.59	10.04	13.49	10.53	13.63	12.37	10.21	11.03	9.682	12	12.74	12.12
IFNA1	5.429	7.776	2.628	7.03	8.311	2.001	0.3283	7.195	2.71	6.441	4.357	0	3.42	5.017	4.589	4.262	3.678
IFNA10	5.329	8.093	2.525	7.505	9.179	3.474	2.65	7.44	3.748	6.914	4.486	0	0.2502	5.534	5.39	3.593	0
IFNA14	3.737	5.24	0	4.256	6.414	0.7051	0	5.243	0	4.827	0	1.223	0	0.2739	0	3.001	0
IFNA16	3.045	6.015	1.229	4.848	5.163	1.494	0	5.074	0	3.897	0	0	1.098	0	2.267	0	0
IFNA2	3.657	3.449	1.677	5.173	7.125	2.672	2.254	5.243	3.217	5.04	0	0	3.138	4.115	1.782	1.978	0.7623
IFNA21	4.021	6.714	0.9398	5.856	7.445	1.494	0.3283	5.927	0	4.827	0	0	0	2.937	3.983	3.173	0
IFNA5	5.009	7.115	1.857	6.443	8.288	3.128	2.094	5.655	0	6.058	3.157	0	3.286	4.755	5.132	2.309	2.058
IFNA6	4.873	6.804	2.018	6.179	7.485	2.001	1.466	6.493	0	5.904	4.214	0	3.42	2.148	4.817	2.578	0
IFNA7	2.604	0	0	0	6.327	0	0	4.253	0	4.937	0	0	2.016	3.126	1.782	0	0
IFNAR1	6.89	8.597	6.612	7.616	8.981	8.016	7.426	9.188	7.857	8.274	7.179	6.536	7.724	6.834	8.382	8.354	7.971
IFNAR2	9.972	10.7	8.185	10.21	11.22	8.971	9.271	10.92	8.616	11.58	9.625	8.834	8.224	8.244	10	10.12	9.587
IFNB1	3.383	5.857	0	5.662	6.781	0	1.466	6.389	0	5.904	0	0	0	2.937	4.589	2.578	3.811
IFNE	5.041	4.607	2.414	6.632	7.36	0	2.961	6.459	1.922	5.535	3.439	0	0	3.704	4.318	4.012	0.7623
IFNG	4.8	7.862	3.324	8.572	8.632	7.157	3.839	10.92	4.938	10.75	7.342	2.924	6.392	5.862	7.531	8.261	7.637
IFNGR1	9.355	13.19	10.17	12.29	12.77	10.41	10.04	11.57	9.54	11.19	10.56	10.15	9.752	9.301	11.49	11.36	11.36
IFNGR2	9.772	11.87	9.29	10.9	12.19	10.5	11.04	11.61	10.34	11.73	10.54	10.23	10.94	9.653	11.48	11.04	10.52
IFNK	3.045	5.24	2.414	4.06	6.645	2.375	2.399	5.594	0	4.827	4.547	0	0	2.937	4.817	3.466	0
IFNW1	3.045	5.24	0	5.517	6.572	0.7051	0	5.655	0	3.897	0	0	2.321	2.461	1.045	0.9304	0
IGF1R	11.45	10.38	8.35	9.878	9.807	10.44	9.325	8.818	8.973	8.674	8.973	9.276	10.9	8.39	9.673	7.666	10.47
IGF2R	8.428	10.77	9.685	10.15	10.22	9.897	9.605	10.02	9.355	10.41	8.556	9.442	9.165	8.552	9.658	9.428	10.71
IKBKB	9.209	9.444	7.796	9.679	9.05	8.361	8.334	9.539	8.814	10.01	6.692	8.043	8.017	7.682	7.664	8.203	8.054
IKBKE	7.944	9.471	6.6	9.507	9.036	8.202	7.169	10.22	7.976	10.13	7.235	6.471	7.812	7.105	7.923	8.142	6.923
IKBKG	8.26	9.974	7.949	10.05	9.854	8.618	8.727	9.729	8.548	10.25	8.716	8.342	8.802	8.234	8.627	8.6	7.798
IKZF1	3.886	7.483	3.442	7.405	8.169	5.984	4.546	9.39	3.954	8.55	5.627	3.924	3.761	4.572	7.153	6.803	6.577
IL10	0	8.989	2.414	6.976	6.781	5.122	4.721	6.068	0.04717	6.477	5.045	3.545	0	5.6	8.833	6.722	6.52
IL10RA	6.691	11.19	6.68	11.34	11.41	8.923	7.627	12.41	7.669	12.08	8.46	7.403	7.671	6.86	9.113	10.28	9.641
IL10RB	8.922	10.67	8.48	10.23	10.76	9.742	9.915	10.91	9.81	10.91	10.42	9.451	8.72	8.539	10.92	10.81	10.21
IL11	4.462	0	2.414	5.856	6.572	6.037	3.216	5.77	2.369	5.388	4.486	1.545	0	3.924	4.669	4.183	4.245
IL11RA	8.327	8.162	7.53	8.943	8.333	5.47	6.333	8.244	9.065	8.284	7.1	5.823	8.799	8.165	5.835	6.636	4.503
IL12A	4.145	6.015	2.018	5.517	6.327	3.753	2.53	6.023	3.416	5.791	3.305	3.545	4.338	0	3.983	4.601	4.85
IL12B	4.509	0	0	6.179	7.316	0.7051	2.254	5.976	0.7841	4.827	4.486	0.8081	1.629	0.2739	5.132	3.466	0.7623
IL12RB1	0	6.619	2.414	6.86	6.645	4.729	1.466	7.819	0.04717	8.165	5.54	2.924	2.786	1.748	5.293	5.775	4.245
IL12RB2	3.657	4.607	7.401	7.562	6.138	8.537	7.456	6.71	6.07	9.255	8.073	7.043	0	6.598	8.917	5.228	9.944
IL13	4.462	4.958	2.293	4.428	7.125	3.474	1.913	5.655	2.163	4.827	4.913	2.393	1.629	3.704	4.745	4.66	3.532
IL13RA1	8.165	11.68	8.927	11.22	11.65	11.61	9.676	11.03	9.186	10.79	11.86	10.02	10.22	10.58	10.61	10.74	10.72
IL13RA2	6.158	7.183	7.936	0	5.797	3.474	2.53	4.777	0	4.827	4.214	8.918	2.016	1.748	0	10.47	0
IL15	7.248	7.776	4.278	8.957	8.265	6.209	5.04	8.964	4.97	8.682	6.745	5.615	5.491	4.968	7.625	7.099	6.878
IL15RA	2.42	7.311	0	3.833	6.495	4.793	0	7.508	2.163	0	0	0	0	4.115	0	0	0
IL16	8.218	11.48	7.783	11.93	12.06	10.19	9.178	12.56	10.06	12.18	8.759	8.206	6.673	8.11	9.908	10.11	11.02
IL17C	0	2.07	0	2.185	6.645	0	0	4.253	0	0	0	0	0	0	0	0	0
IL17D	8.838	6.015	8.578	6.559	6.645	5.812	5.166	5.655	9.186	5.669	5.836	5.581	5.108	8.07	6.537	6.529	7.516
IL17F	5.276	7.428	2.628	4.428	6.781	2.375	2.53	5.243	3.507	5.791	5.087	0.2232	3.42	2.937	4.504	3.466	3.811
IL17RA	6.942	11.56	8.031	10.93	11.15	11.57	8.438	10.77	9.211	10.43	8.596	8.469	9.378	9.628	9.577	9.503	9.089
IL17RC	8.307	8.52	6.612	8.386	7.956	7.058	7.875	7.588	9.048	8.315	7.1	7.447	9.386	6.834	7.531	7.415	7.765
IL17RD	11.19	7.311	6.217	5.591	6.715	3.987	6.518	6.526	6.21	5.464	5.314	5.762	8.022	5.064	6.228	5.188	6.17
IL17RE	7.22	7.685	2.979	10.02	7.927	5.262	5.714	6.651	4.837	6.941	7.885	3.683	3.656	6.296	5.65	5.748	4.787
IL18	5.754	9.202	5.171	11.02	9.009	7.756	6.625	10.26	6.128	9.606	6.881	5.598	6.408	5.722	7.89	9.121	8.242
IL18BP	5.041	9.627	4.989	8.184	9.691	6.209	4.972	8.386	6.647	8.713	6.411	4.545	5.663	4.202	5.65	7.308	5.129
IL18R1	4.462	8.382	1.229	9.16	8.377	6.821	4.949	8.825	6.445	8.839	5.447	5.683	4.268	4.968	7.349	6.622	7.853
IL18RAP	1.964	5.679	2.293	7.083	7.445	5.02	2.761	8.086	3.591	8.915	4.486	2.545	1.098	1.191	5.835	4.875	3.532
IL1A	4.021	6.407	2.414	5.517	6.963	4.188	3.433	5.53	3.32	3.897	5.205	0.8081	1.098	4.202	5.188	4.875	4.148
IL1B	4.762	7.903	5.136	7.598	8.194	7.811	5.907	7.765	5.001	6.773	7.159	2.808	4.404	5.78	9.683	8.503	10.87
IL1F10	1.964	5.857	1.229	7.003	6.138	2.672	0	2.15	2.369	0.4911	3.157	0	0	1.748	3.16	3.327	0
IL1F5	4.414	6.619	0	11.36	7.271	6.744	5.599	5.714	3.217	5.135	4.547	0	0	3.58	5.014	2.309	4.245
IL1F6	3.737	0	0	2.185	5.163	0	0	5.53	0	5.224	3.157	0	2.572	0	2.919	2.309	0
IL1F7	4.554	6.407	0	10.1	7.125	3.987	5.7	4.883	1.632	5.04	4.214	0	0	2.719	4.215	1.978	0
IL1F8	1.293	0	2.162	7.182	0	3.128	3.216	3.107	1.632	1.87	0.2693	2.545	0	0.2739	0	0	2.729
IL1F9	3.657	6.407	2.293	9.754	7.636	5.781	4.514	6.493	2.71	6.616	4.959	3.393	4.748	2.461	6.03	5.543	6.289
IL1R1	4.837	10.34	3.603	9.136	8.894	8.043	6.654	8.611	8.365	9.056	6.49	7.075	5.521	7.833	8.507	7.942	7.798
IL1R2	3.956	7.776	4.712	9.13	7.175	4.522	2.961	6.681	5.092	5.904	4.056	2.924	2.321	3.444	5.482	5.411	3.811
IL1RAP	9.627	9.733	8.766	9.54	7.403	8.876	9.702	7.634	8.389	7.836	8.759	9.407	11.29	6.645	9.294	8.491	9.967
IL1RL1	0	4.607	0	5.073	3.475	1.494	3.136	4.663	0.04717	6.549	2.035	4.393	1.629	0	5.074	3.173	0
IL1RL2	1.667	4.607	1.47	5.173	5.92	2.001	2.094	1.233	3.591	4.278	1.117	0.8081	1.098	3.294	2.267	0	1.551
IL1RN	5.477	8.849	5.136	10.02	7.403	7.667	6.42	7.995	5.757	7.622	6.758	4.352	4.984	6.373	8.468	6.361	5.775
IL2	1.964	7.248	2.162	7.108	7.175	2.001	1.176	6.353	2.369	4.436	5.087	0	1.098	2.719	5.188	3.918	4.336
IL20	4.085	4.141	2.293	5.794	5.35	3.621	0	5.074	0	5.224	4.287	0	3.286	3.294	3.983	3.173	3.186
IL20RA	3.045	4.958	0	8.322	6.645	3.312	4.346	5.161	0	5.388	2.035	1.545	2.572	2.148	4.504	2.309	3.532
IL20RB	4.976	4.607	3.878	11.15	7.224	7.239	6.603	5.877	6.055	5.464	4.662	3.924	5.068	3.818	3.983	4.875	4.336
IL21	3.383	7.371	2.414	7.816	7.524	3.474	2.65	7.885	0	7.655	5.627	0	2.016	2.937	5.132	5.72	2.432
