EFNA3	5.782	9.6	9.347	8.188	10.08	8.194	5.912	6.259	5.374	6.808	5.132	9.6	5.429	6.452	7.086	7.454
EFNA4	6.446	8.053	8.011	7.964	8.263	7.971	6.651	7.452	5.795	7.355	6.367	8.166	6.858	6.824	7.119	7.032
EFNA5	8.459	8.044	8.293	6.26	7.796	7.366	3.621	6.259	6.585	6.968	7.279	8.285	5.557	6.524	6.835	2.329
EFNB1	7.883	9.257	9.088	7.625	8.665	7.869	5.29	7.833	7.3	7.668	7.229	8.936	7.023	8.194	8.393	6.029
EFNB2	8.892	9.313	9.516	7.482	9.446	8.929	5.881	9.078	7.371	7.279	7.715	9.364	7.392	8.333	8.632	6.936
EFNB3	6.805	7.259	6.998	7.269	7.365	7.209	8.343	4.835	8.335	7.256	9.011	7.589	7.988	5.489	5.939	8.433
EGR1	10.27	13.39	13.82	9.259	12.53	10.29	8.228	10.39	11.46	9.93	12.34	12.03	10.73	12.45	11.92	11.26
EMR1	4.646	2.961	0	1.215	0	0	3.187	4.046	3.155	4.531	4.267	2.979	4.33	2.765	5.744	0
EPHA1	4.448	7.048	7.237	5.908	8.564	6.322	2.846	3.219	2.838	6.078	4.008	7.09	5.588	2.188	5.566	1.54
EPHA10	2.526	2.113	0	0	2.007	0	0.5237	0	0	0.5865	0	1.756	0	0	0	0
EPHA2	8.958	10.58	11.14	8.418	11.11	8.678	7.663	10.54	10.7	9.073	7.827	10.86	10.17	7.766	9.51	5.802
EPHA3	6.675	6.686	5.909	5.202	5.033	7.78	5.218	5.342	4.821	3.756	4.616	8.023	6.068	5.19	4.764	4.231
EPHA4	6.297	8.438	8.721	6.583	8.694	6.7	6.856	6.213	5.311	7.75	6.573	8.691	5.361	5.471	7.119	7.86
EPHA5	4.042	5.148	7.486	2.108	3.723	3.188	6.546	7.638	1.86	6.898	0	4.259	3.339	3.496	2.442	7.786
EPHA6	3.165	2.113	0	1.578	3.592	1.086	0	0	2.43	0	1.247	0	1.643	2.355	0	1.54
EPHA7	4.448	5.463	7.128	3.163	4.814	0	0	2.172	1.459	0	0	4.078	1.643	2.985	4.493	2.604
EPHB1	6.41	5.674	6.486	3.765	5.707	5.494	0	0	3.155	7.836	3.286	5.786	5.361	2.985	4.159	0
EPHB2	4.517	5.217	4.713	4.675	2.9	5.783	4.174	7.043	4.146	5.23	4.553	6.102	6.002	3.697	6.044	4.231
EPHB3	8.026	8.034	8.592	6.959	8.469	7.959	4.788	4.242	7.699	8.614	4.791	8.143	6.601	6.386	7.759	3.635
EPHB4	9.114	9.462	9.381	9.09	9.574	8.863	9.96	7.472	8.509	9.007	9.301	10.07	8.857	8.517	8.649	9.568
EPHB6	5.47	9.755	9.097	8.171	10.24	7.257	3.082	2.788	4.629	8.136	6.06	8.551	5.004	6.69	7.717	1.54
ERAP1	9.063	10.75	10.41	8.604	10.24	10.06	7.928	8.95	9.112	10.37	9.406	9.689	9.68	9.537	9.042	9.282
ERAP2	8.107	7.029	9.73	9.13	9.714	9.587	7.631	7.284	10.86	11.79	10.95	10.88	9.81	8.079	10.26	6.006
ESAM	8.22	9.901	8.671	8.013	8.362	8.546	6.138	5.503	8.58	7.138	8.238	10.48	8.049	9.419	8.621	7.633
Etv1	11.37	8.108	9.665	5.303	9.801	10.15	9.752	10.13	10.13	11.39	9.157	8.06	9.906	6.601	7.197	10.55
Etv4	7.18	5.217	8.724	2.656	7.655	7.33	8.393	7.284	9.018	9.472	9.88	5.663	8.199	2.505	6.624	9.886
Etv5	10.84	9.363	11.39	7.336	10.49	10.72	10.81	9.933	11.7	11.65	10.62	8.651	10.52	6.296	10.13	10.61
F11R	9.628	10.69	10.52	9.234	10.97	9.329	8.791	9.314	8.355	9.089	9.465	11.02	9.184	8.483	9.891	8.564
F2R	8.815	8.844	9.044	8.201	8.884	9.947	7.332	6.816	8.54	9.983	10.01	9.007	9.182	8.185	8.082	6.832
F2RL1	5.81	8.17	8.1	6.679	9.04	5.834	4.012	5.958	4.408	6.459	0.3988	8.326	7.034	4.813	6.69	4.651
FADD	6.999	6.636	6.376	7.244	6.762	7.348	7.35	7.566	6.461	6.94	7.664	7.41	6.493	6.424	8.006	7.807
FAM19A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM19A2	4.765	5.406	6.468	4.08	6.339	5.251	2.398	5.578	4.347	3.879	4.486	5.125	3.189	4.38	4.279	1.54
FAM19A3	5.323	2.961	6.432	2.931	5.082	3.338	2.711	5.649	6.309	2.352	3.286	0.1713	5.909	3.633	4.159	2.604
FAM19A4	4.82	0	1.128	0	0	2.043	3.376	2.172	3.005	2.352	3.434	0	3.918	1.998	3.722	0.8881
FAM69B	5.695	7.819	7.636	7.041	6.07	7.266	8.109	4.835	7.332	6.94	6.557	9.701	7.484	9.059	7.8	7.968
FAP	7.537	10.22	9.33	9.387	10.56	11.27	6.016	9.568	10.27	8.636	7.73	10.86	10.21	9.591	10.66	8.851
FAS	5.603	6.361	6.376	5.955	6.07	6.555	4.068	3.219	6.711	7.062	5.639	7.331	5.979	5.19	7.37	4.767
FASLG	4.133	4.92	4.376	4.558	5.466	4.76	5.942	4.569	3.826	7.467	4.897	6.741	5.588	2.355	5.468	3.21
FCER1G	9.717	9.801	9.315	9.756	9.021	9.5	9.27	9.776	9.892	10.93	10.21	10.26	10.85	9.165	11.42	10.3
FCGR2B	9.046	10.62	9.707	9.616	9.749	10.41	9.688	10.95	8.796	9.076	9.105	8.691	10.36	9.09	9.434	9.8
FCGR3A	9.247	8.782	7.644	9.839	8.036	10.67	10.4	12.05	10.44	11.93	11.06	10.29	11.25	9.246	11.68	11.29
FCGRT	10.53	12.22	11.88	10.81	11.11	11.03	9.039	9.912	11.33	11.98	10.89	11.77	11.09	11.27	12.03	10.03
FCN2	4.82	2.961	3.588	2.315	0	0	0	0	0	0	2.935	0	0.1687	2.505	0	0
FGF10	4.707	6.058	5.829	3.452	3.592	3.338	2.711	5.16	4.821	4.097	4.845	6.546	2.356	5.234	3.883	3.507
FGF2	8.124	8.827	9.288	6.272	6.438	6.46	8.36	10.57	9.45	8.801	6.013	6.679	6.305	6.326	7.572	3.507
FGFR1	8.432	9.19	9.114	7.857	8.673	8.097	6.623	8.665	7.833	7.534	7.068	8.93	7.7	7.67	8.231	7.288
FGFR2	3.165	6.267	7.105	4.748	6.548	3.474	0	0	0	4.373	0	0.1713	2.356	0	4.39	0
FGFR3	4.976	10.57	10.58	9.43	11.72	8.624	3.544	4.046	5.573	8.887	3.692	9.272	5.395	6.306	8.413	4.589
FGFR4	4.375	3.698	5.128	5.876	2.37	6.304	4.174	5.059	5.029	3.756	4.344	6.054	6.23	6.306	3.335	3.753
FGFRL1	8.822	8.765	8.404	8.054	8.352	8.75	8.335	11.28	7.242	7.279	8.932	8.969	9.603	6.921	7.583	8.999
FLT1	7.61	7.894	7.772	6.88	7.758	7.636	6.071	7.193	7.259	6.792	6.49	8.316	7.2	8.449	7.436	7.436
FLT3	6.335	5.981	6.257	5.094	6.255	6.109	4.854	0	4.408	5.796	5.511	4.259	5.429	3.927	5.468	0
FLT4	6.236	6.585	6.059	6.247	5.082	3.818	3.694	2.172	4.728	1.965	5.257	6.475	5.588	6.233	6.078	4.147
FOXp3	6.335	6.02	5.772	5.008	5.429	5.557	4.976	4.569	5.105	7.138	6.232	4.419	7.401	5.543	5.19	5.319
FREM1	10.18	8.09	8.216	5.608	7.924	6.539	6.66	3.55	8.743	8.556	6.385	6.321	5.361	5.416	6.376	3.963
FREM2	11.29	5.519	6.503	5.547	7.344	3.818	0	7.371	4.821	7.561	8.891	3.631	4.256	6.853	3.542	2.329
FURIN	9.793	9.297	9.041	8.148	8.877	8.01	8.349	10.99	8.985	8.504	9.716	9.705	9.544	8.16	10.03	10
Fosl1	6.675	8.099	8.632	4.43	7.773	4.329	6.614	9.459	6.662	5.363	9.052	6.858	8.06	4.924	8.346	9.243
FoxO1	10.08	10.59	10.14	8.407	9.264	9.721	7.94	8.586	8.164	9.557	9.005	9.777	9.245	8.46	8.502	8.716
FoxO3	10.63	10.82	10.67	9.2	10.13	9.298	9.311	9.626	8.263	9.452	9.22	10.95	10.32	10.08	9.831	9.899
G6PD	10.18	10.2	9.681	9.164	10.2	9.374	9.285	11.26	9.788	9.329	9.972	10.2	9.883	9.314	10.84	9.742
GAPDH	13.84	13.38	12.94	12.11	13.38	13.17	12.87	14.3	13.86	13.14	12.83	14.33	12.49	14.53	13.06	13.41
GDF15.N	8.597	7.884	8.687	5.627	10.66	8.569	6.264	5.254	11.61	9.494	5.916	7.52	9.456	7.21	9.133	5.957
GDF15.C	9.553	7.956	9.757	5.684	11.11	9.421	6.03	4.046	13.29	10.13	6.127	7.606	10.26	8.111	10.53	5.429
GFI1	7.232	6.91	7.45	5.908	6.233	5.978	7.256	4.835	5.651	7.742	6.456	6.546	7.813	4.562	5.612	4.31
GNLY	6.72	6.391	2.935	4.783	5.033	6.672	6.604	5.059	4.821	7.58	4.344	7.137	6.151	5.659	5.902	3.035
GPC1	7.953	10.68	10.41	9.509	11.11	9.148	6.299	12.17	8.952	8.717	6.573	10.04	8.542	7.588	8.807	8.502
GRAP2	7.212	7.209	7.612	6.272	7.051	7.741	6.099	5.342	6.293	7.75	7.48	6.939	7.426	4.562	6.429	3.366
GRN	12.57	13.47	12.73	12.91	13.19	12.74	12.48	12.31	12.12	13.22	13.59	13.99	13.3	12.39	13.75	13.37
GXP1	11.34	11.25	11.43	10.83	11.04	10.79	11.74	10.78	11.93	11.66	11.96	10.9	11.62	9.943	12.63	11.8
GZMA	8.572	8.983	8.404	8.352	9.053	8.72	9.011	5.842	8.385	10.72	9.569	9.948	8.996	6.506	8.49	7.166
GZMB	6.846	6.2	6.357	5.665	6.807	5.908	6.401	6.905	6.007	8.797	6.695	7.39	6.871	4.258	6.984	4.875
GZMK	8.616	8.652	8.139	7.672	8.705	8.242	8.2	1.072	7.488	9.598	9.299	8.737	9.024	6.414	7.728	7.538
HAVCR2	7.99	7.728	7.563	8.594	7.535	7.999	7.851	8.595	8.186	9.169	7.641	7.502	8.744	7.39	9.463	8.14
HCK	7.724	8.677	7.87	8.246	7.883	7.727	7.555	8.604	7.416	9.04	7.985	9.032	9.159	7.311	9.908	7.744
HEPACAM	5.399	8.303	6.15	3.9	3.448	0	1.054	0	3.415	1.965	4.185	0	1.643	5.489	4.589	0
HGF	7.486	8.117	7.801	7.019	7.228	8.65	6.239	8.058	8.011	7.917	7.471	9.324	8.366	7.545	8.224	7.1
HLA-A	15.92	15.34	14.42	14.93	14.27	15.7	15.94	14.81	15.17	16.34	15.25	15.96	16	13.57	15.56	15.38
HLA-B	14.23	13.8	13.13	12.96	13.11	13.47	14.79	13.41	13.53	14.79	14.48	13.73	14.4	11.97	13.44	13
HLA-C	13.83	11.57	12.48	12.66	12.05	13	13.64	12.31	12.33	13.8	13.4	13.12	13.85	11.19	12.77	11.76
HLA.DMA	10.35	10.69	10.17	10.34	9.291	10.62	10.25	9.83	9.817	11.59	10.91	10.92	11.17	9.068	11.25	10.44
HLA.DMB	9.293	9.571	9.369	10.04	9.093	10	9.065	9.807	9.636	10.94	10.09	9.849	10.23	8.631	10.45	9.475
HLA.DOA	7.68	7.655	7.52	8.194	5.8	8.806	6.84	7.991	7.34	9.245	8.067	7.933	8.326	5.961	7.706	7.854
HLA.DOB	8.815	8.701	7.706	7.57	6.893	7.863	7.163	4.415	5.988	8.369	7.715	7.906	8.303	5.434	6.873	6.885
HLA.DPA1	12.13	13	12.63	12.73	12.09	13.37	11.86	12.83	12.18	14.46	12.88	13.38	13.36	11.26	12.25	13.25
HLA.DPB1	11.56	12.02	12.86	12.87	12.25	12.24	12.05	11.36	2.43	14.1	12.14	13.17	13.4	11.24	11.99	12.84
HLA.DQA1	1.854	12.49	11.93	12.4	10.98	0	0	2.172	11.98	0	12.51	0	14.27	10.42	0	0
HLA.DQA2	4.765	3.698	0	1.215	2.659	2.356	3.462	0	3.291	2.908	0.3988	0	3.819	2.505	3.094	0
HLA.DQB1	11.62	11.52	10.71	11.86	10.45	12.4	11.74	11.03	10.62	13.76	11.53	12.36	10.1	8.806	12.16	12.59
HLA.DRA	13.66	14.58	14.17	14.17	13.6	14.83	13.16	13.27	13.88	15.27	14.06	14.72	14.85	12.2	14.22	14.46
HLA.DRB1	11.39	13.22	12.89	12.15	12.52	12.92	11.31	11.9	12.65	11.26	11.93	13.07	14.15	11.7	12.91	13.22
HLA-E	12.66	13.29	12.38	12.27	12.31	12.46	13	11.47	11.43	13.8	13.02	13.3	12.84	11.22	12.6	11.74
HLA-F	5.203	5.346	4.713	4.637	5.609	6.067	6.311	4.951	4.95	5.559	5.891	2.979	6.23	5.001	5.468	4.524
HLA-G	9.769	9.773	8.856	10.96	8.82	9.892	9.89	8.512	9.387	10.24	9.005	11.57	10.31	7.091	9.24	9.014
HLA.H	3.729	3.698	3.829	3.537	0.7846	2.356	3.284	3.55	0	2.352	1.777	5.381	3.918	2.188	0	2.604
HPRT1	8.974	7.996	8.926	8.141	8.95	8.613	8.273	9.989	10.38	8.769	9.196	8.131	8.228	9.04	8.216	8.506
HSP90AA1	14.33	13.9	14.43	12.5	13.72	15.1	15.06	14.16	14.64	14.24	13.84	13.1	13.94	14.43	13.9	14.43
HSPA1A	9.562	9.177	10.55	8.178	8.387	7.266	10.58	8.018	10.15	9.747	10.39	10.34	9.221	10.52	9.814	10.59
ICAM1	9.057	10.06	9.407	8.432	9.288	9.852	10.56	9.464	10.63	11.17	10.47	9.535	10.64	8.661	9.853	10.81
ICAM2	7.731	8.576	7.896	7.012	7.088	7.483	5.549	4.415	7.138	6.955	7.973	8.651	8.348	8.163	7.618	6.163
ICAM3	9.109	9.142	8.961	8.814	8.645	9.163	7.802	8.612	8.138	9.193	9.063	9.057	9.337	7.658	8.471	8.42
ICAM4	5.47	5.519	4.986	3.834	4.154	4.649	4.573	4.242	5.029	5.033	4.553	5.953	5.361	5.471	5.363	4.926
ICAM5	2.229	0	0	0	0	0	1.441	5.781	0	0	4.099	1.756	3.599	1.78	0	3.963
ICOS	7.18	5.941	6.713	5.202	6.319	6.304	6.252	3.55	5.519	8.226	6.739	5.844	7.672	4.813	5.566	5.28
ICOSLG	8.061	7.894	8.237	7.238	7.414	7.366	5.606	8.383	7.316	7.881	7.308	8.376	8.317	6.433	7.728	7.326
IDH1	9.612	11.38	10.68	10.34	10.61	10.16	10.09	10.59	10.16	10.08	10.03	10.39	10.46	9.855	11.56	10.75
IDH3A	9.089	9.726	10.01	9.625	9.977	10.24	9.209	9.084	10.33	9.814	9.506	9.649	9.907	9.759	9.129	10.43
IDO1	7.724	7.428	6.935	6.356	6.419	7.606	8.776	5.842	7.111	13.25	8.862	7.822	8.451	5.122	5.701	6.029
IFI30	10.12	10.34	8.735	11.23	10.28	9.95	10.12	9.669	9.327	11.53	10.71	11.05	12.11	9.379	12.1	11.77
IFIH1	7.011	8.621	7.512	6.959	7.562	7.65	8.363	7.892	6.662	8.232	7.383	7.671	8.761	6.233	7.423	6.184
IFIT1	7.52	9.451	7.992	8.068	8.326	8.321	7.432	7.472	7.316	7.543	8.382	8.264	8.614	6.634	6.93	7.155
IFIT1L	3.328	0	0	0	0	0	1.054	0	0.9026	0	0	0	1.643	0	0	0
IFIT2	7.634	7.456	5.856	7.371	6.566	7.434	7.932	7.51	7.129	8.364	7.765	7.555	6.821	5.594	6.235	6.416
IFIT3	6.734	7.552	6.105	7.026	5.994	7.098	7.332	6.846	6.372	8.179	7.146	7.311	7.983	4.924	5.902	5.596
IFITM1	12.42	12.67	12.27	11.26	12.03	12	11.05	8.218	11.63	13	12.87	13.02	13.2	10.98	11.55	10.39
IFNA1	5.538	5.217	3.713	3.617	3.287	3.712	3.954	3.819	4.577	0	2.164	0	4.706	4.754	4.159	3.035
IFNA10	6.463	4.649	2.45	4.339	2.659	0	4.32	6.618	3.635	0	5.043	2.979	5.646	5.234	6.712	3.507
IFNA14	2.982	2.113	0.1281	0.7299	0	0	0	3.219	0	2.657	2.935	2.979	1.643	2.88	1.957	2.604
IFNA16	4.042	0	1.713	0	0	0	1.998	0	0	0	0.3988	0	2.832	2.505	2.442	0
IFNA2	3.841	3.25	0	2.108	0	3.188	2.212	3.55	2.43	0	1.777	2.979	2.832	3.084	0	0
IFNA21	4.707	0	0	2.495	0	0	3.621	0	3.415	0	2.935	0	2.832	3.979	4.159	2.836
IFNA5	4.042	3.491	3.713	3.617	2.9	2.356	3.763	4.951	2.648	0	2.721	3.631	4.65	3.697	3.542	1.54
IFNA6	4.042	3.491	1.128	2.315	0	1.642	3.376	3.219	3.826	0	0	0	3.819	4.029	3.722	1.54
IFNA7	3.328	0	0	0.7299	0	0	0	2.788	0	0	0.3988	0	0	2.765	0	0
IFNAR1	8.616	7.539	8.088	7.318	7.655	8.081	8.352	8.871	8.463	8.31	8.453	7.879	8.629	7.067	9.237	7.176
IFNAR2	10.23	9.732	8.983	9.238	9.475	9.624	10.14	9.764	10.02	9.893	9.601	10.02	10.44	8.467	10.21	9.16
IFNB1	4.926	3.25	2.713	3.452	0.7846	0.1682	3.893	4.415	3.005	2.657	3.434	3.341	3.599	4.125	2.442	0
IFNE	5.16	3.698	2.128	3.834	5.77	6.375	3.284	8.908	3.155	2.657	1.777	7.351	4.256	3.979	3.883	3.507
IFNG	5.725	5.406	4.376	4.675	4.928	4.812	6.239	4.415	5.404	8.191	6.037	5.899	5.932	6.376	5.061	3.035
IFNGR1	11.24	11.78	11.92	10.47	11.77	10.89	9.49	10.04	10.59	11.07	9.98	11.82	10.88	10.4	11.39	10.74
IFNGR2	10.58	11.31	11.42	10.58	11.01	11.05	10.7	11.18	10.63	10.56	11.06	11.34	11.67	9.996	11.34	10.11
IFNK	4.583	2.961	3.298	1.215	2.007	0.1682	3.082	4.569	0	3.123	0	0	3.021	3.263	0	0
IFNW1	4.375	0	0.1281	0	0	0	0	2.172	3.155	0	2.164	0	1.643	3.084	3.094	1.54
IGF1R	10.06	10.26	11.21	8.844	10.24	10.55	9.759	10.47	10.76	10.17	10.61	10.62	10.92	9.33	9.252	10.88
IGF2R	9.376	9.462	9.55	8.304	9.787	8.819	9.806	8.673	9.19	9.583	9.168	9.911	9.519	9.096	10.22	10.16
IKBKB	8.855	9.142	8.743	8.744	9.33	8.79	8.895	8.915	7.882	9.017	8.418	9.251	8.774	8.185	9.203	8.284
IKBKE	7.739	8.402	8.554	7.433	8.834	8.203	8.337	7.95	7.578	8.551	8.636	8.559	8.654	7.617	8.496	6.923
IKBKG	9.01	9.714	9.178	9.159	9.465	9.07	8.903	9.287	8.343	8.769	8.978	9.677	9.256	8.818	9.313	8.239
IKZF1	7.495	5.981	5.829	6.101	5.675	5.978	6.138	5.901	5.626	7.29	7.113	6.581	7.313	4.95	6.795	4.767
IL10	5.116	0	5.45	5.253	6.233	3.917	4.273	4.835	5.142	4.287	5.577	5.216	5.783	4.976	5.657	4.767
IL10RA	8.791	9.775	9.145	8.758	8.594	9.454	7.898	8.53	8.323	10.06	9.788	9.983	9.983	8.295	9.896	8.318
IL10RB	9.679	10.03	9.702	9.592	9.967	9.913	10.06	9.091	10.24	9.927	10.06	9.743	10.17	8.789	10.66	9.088
IL11	4.448	4.315	3.713	3.266	4.754	3.598	2.711	10.8	4.99	3.309	2.721	5.529	5.617	3.979	4.027	4.926
IL11RA	7.253	9.781	9.761	7.807	8.963	8.495	6.757	7.412	6.724	8.048	7.671	9.196	6.966	8.168	8.762	5.241
IL12A	4.707	5.463	3.935	3.9	4.244	3.598	5.142	0	4.821	4.804	5.296	5.029	5.213	3.177	1.957	3.035
IL12B	4.517	0	4.128	3.163	4.244	3.021	4.068	0	3.005	3.992	4.344	2.979	3.339	3.177	2.805	0
IL12RB1	4.646	1.376	3.935	4.385	3.592	4.706	5.061	0	4.466	5.999	5.443	5.125	6.151	1.998	4.764	3.963
IL12RB2	5.81	7.413	6.948	3.963	5.033	4.009	8.676	0	6.065	7.75	8.228	6.858	7.322	7.414	7.652	9.335
IL13	4.874	5.076	1.713	3.052	2.659	3.021	4.068	5.059	3.913	3.992	4.008	1.756	3.189	3.979	3.542	2.329
IL13RA1	10.95	11.21	10.86	10.61	10.92	10.9	10.56	11.86	11.22	11.79	10.86	11.9	10.57	10.31	11.81	10.25
IL13RA2	5.071	0	2.45	0.7299	0	2.043	2.398	4.415	2.173	3.309	5.478	5.125	3.819	2.355	1.957	3.963
IL15	6.777	7.442	7.308	6	6.531	6.492	7.593	7.739	7.557	7.836	6.848	6.966	7.34	5.212	6.911	5.717
IL15RA	0	5.624	5.713	5.202	6.233	0	0	4.046	0	0	2.935	5.663	4.53	4.492	5.127	0
IL16	10.37	11.33	10.67	9.329	10.89	10.65	9.809	8.275	8.903	10.35	10.44	10.45	11.14	8.912	11.6	10.8
IL17C	1.854	0	0	0	0	0	1.441	0	0	0	0	0	2.356	0	0	0
IL17D	9.828	8.569	8.178	8.304	7.324	8.032	5.337	7.193	7.793	9.05	5.296	8.072	5.495	6.634	7.07	7.579
IL17F	4.583	4.315	1.713	1.215	2.659	3.188	2.711	4.708	0	1.434	3.286	0	3.189	3.423	2.805	0
IL17RA	9.125	10.14	9.734	9.361	9.799	9.035	9.117	9.788	8.701	10.1	9.543	10.23	9.701	9.372	9.972	9.398
IL17RC	8.741	9.207	9.446	8.437	8.979	8.307	8.507	8.795	8.327	8.48	8.936	9.032	8.392	7.036	9.153	8.592
IL17RD	6.015	7.104	8.134	6.045	8.036	7.108	6.748	6.304	7.12	8.105	7.113	5.953	7.304	5.867	6.403	5.829
IL17RE	6.257	9.858	9.636	8.337	10.09	7.515	5.267	5.842	5.862	7.552	8.504	9.075	4.76	6.941	7.979	4.71
IL18	7.478	9.784	8.846	8.114	10.59	8.208	6.001	7.472	6.624	8.725	7.046	8.618	8.144	6.074	8.736	6.819
IL18BP	5.942	6.559	6.172	6.888	5.503	6.393	7.124	5.649	5.279	8.523	6.291	7.52	7.119	5.908	6.892	5.114
IL18R1	7.562	8.342	8.221	7.048	7.671	7.592	6.19	6.618	6.503	7.718	6.739	8.316	7.055	5.881	8.393	6.503
IL18RAP	5.284	5	3.128	4.023	2.37	5.173	4.122	3.219	3.005	5.732	5.216	5.381	5.251	4.171	5.19	3.035
IL1A	4.926	2.961	4.829	4.189	5.829	3.917	4.273	6.013	2.43	0	4.008	6.475	4.76	3.816	4.844	3.753
IL1B	6.581	6.78	7.237	5.441	6.531	5.73	5.267	8.577	7.332	5.944	6.191	6.71	7.936	6.961	7.78	6.936
IL1F10	3.165	5.813	4.652	5.202	6.142	2.831	0	0	2.648	0	0	5.844	3.475	2.88	2.805	0
IL1F5	4.976	9.619	7.89	8.017	11.21	7.727	2.398	3.819	5.463	7.355	3.569	11.39	3.599	3.423	7.82	0.8881
IL1F6	3.328	0	2.128	3.266	0	0	2.846	0	0	0	2.164	6.102	0.1687	2.765	3.883	0
IL1F7	2.982	9.693	8.047	8.246	10.98	7.706	2.398	1.072	3.826	7.023	0	8.01	3.599	3.758	7.119	0
IL1F8	2.772	5.624	5.376	4.978	7.334	3.188	0.5237	6.934	1.459	4.373	0	6.801	3.339	2.188	2.805	3.507
IL1F9	5.435	7.936	6.62	6.379	9.264	6.088	4.32	3.219	5.491	6.129	4.553	10.39	5.213	4.38	7.182	3.963
IL1R1	7.767	9.055	8.896	8.079	9.348	8.51	4.755	7.095	7.495	8.061	7.86	9.799	8.118	7.409	9.716	7.744
IL1R2	5.967	7.704	8.231	5.684	8.295	5.36	3.462	4.046	4.283	6.399	4.099	6.546	4.863	2.355	6.293	5.069
IL1RAP	10.21	8.943	9.483	7.455	9.534	8.956	10.37	10.07	10.1	9.06	9.767	9.185	9.487	7.091	8.502	10.79
IL1RL1	4.042	7.192	7.863	5.149	6.457	5.809	0	0	5.246	5.32	3.805	6.237	2.043	4.171	6.376	0
IL1RL2	2.982	6.131	5.216	4.291	6.211	4.009	1.441	3.55	3.291	3.622	2.721	4.926	3.189	4.215	4.027	0.8881
IL1RN	6.354	9.168	8.958	8.032	10.13	7.129	5.061	5.342	5.519	7.598	5.608	9.591	7.375	7.366	8.885	5.069
IL2	5.323	4.039	5.413	2.656	2.37	3.598	3.954	4.046	4.522	2.352	3.805	0	4.33	3.177	1.22	2.329
IL20	3.729	4.183	5.486	2.8	4.244	0	2.846	4.046	3.415	2.657	3.434	2.493	0	3.633	3.883	2.836
IL20RA	4.042	6.991	7.667	5.939	8.653	6.067	3.082	3.819	3.291	3.992	0.3988	6.991	3.918	3.496	5.127	1.988
IL20RB	5.116	10.43	9.811	8.803	11.5	8.312	3.544	2.788	5.404	8.343	4.267	10.22	5.325	3.816	8.04	4.058
IL21	3.945	4.745	3.128	2.931	2.007	2.613	2.968	4.951	3.913	3.622	3.692	3.631	5.783	1.998	2.442	0
IL21R	7.115	6.33	5.45	6.101	6.188	6.358	6.044	7.602	6.432	7.987	6.999	6.581	8.527	4.562	5.363	4.589
IL22	2.982	0	3.298	0	0.7846	0	0	0	0	0	1.247	0	0	5.099	3.335	0
IL22RA1	5.284	8.683	7.808	7.186	9.706	6.833	3.829	5.958	5.434	7.062	4.267	7.52	6.444	4.527	7.151	4.589
IL23A	5.244	3.491	3.935	5.527	4.154	3.598	3.829	4.569	3.995	4.195	5.408	0.1713	4.256	3.496	3.883	3.366
IL23R	4.707	4.039	4.298	3.163	4.058	2.613	3.376	1.072	4.216	3.474	3.692	0	4.01	3.177	4.679	3.635
IL24	2.982	3.491	0	0	3.844	1.086	3.829	0	3.291	1.965	5.812	3.631	4.76	2.355	0	4.058
IL25	3.165	0	1.713	1.578	2.37	2.043	1.746	4.835	0	0	3.434	1.756	2.614	2.985	3.094	2.329
IL26	3.729	5.346	5.257	3.452	4.485	3.338	3.376	5.901	3.529	0	2.935	3.341	3.599	5.737	3.542	1.988
IL27	1.347	2.113	1.713	2.656	0	3.338	2.846	2.172	1.459	3.474	2.935	0	3.918	1.523	3.542	2.836
IL27RA	8.585	7.643	8.702	6.642	8.342	7.276	8.404	8.639	9.812	8.537	8.248	7.703	8.9	5.839	7.595	6.585
IL28A	4.133	4.649	2.713	5.608	2.007	2.831	1.998	5.342	2.43	2.657	3.121	3.872	4.706	5.297	5.061	0.8881
IL28RA	7.322	8.015	7.128	6.612	8.332	5.617	9.285	8.206	6.277	6.898	5.699	7.41	8.93	3.927	7.103	5.158
IL29	4.765	4.649	3.128	4.884	4.626	4.329	3.763	5.425	4.073	3.992	2.164	1.756	4.65	4.527	4.39	3.035
IL2RA	7.863	7.048	7.257	5.527	6.142	6.46	7.021	9.201	6.402	7.96	8.009	7.606	8.845	6.296	7.979	8.907
IL2RB	7.649	8.46	8.035	7.46	7.924	8.391	7.798	7.585	7.378	10.08	8.775	9.202	8.912	6.839	7.536	6.792
IL2RG	9.307	8.349	8.903	7.945	8.69	8.976	7.966	4.951	8.073	10.08	9.181	8.524	9.956	6.541	7.869	6.6
IL3	2.772	2.598	0	0	1.522	0.1682	1.441	3.219	0	0	0.3988	0	3.475	2.355	1.957	0
IL31	0	2.598	1.128	0	0	0	1.054	3.219	1.459	0	1.777	0	3.918	1.523	1.22	1.988
IL31RA	3.607	5.217	5.413	4.947	4.928	5.173	4.012	5.503	4.347	5.363	2.935	5.786	5.133	3.423	4.92	4.651
IL32	12.13	14.71	13.42	12.4	14.1	13.64	9.881	15.31	13.34	13.94	11.54	14.99	12.12	12.65	13.95	12.18
IL33	8.339	9.507	9.573	8.05	9.855	9.602	6.202	7.043	10.41	10.13	8.218	9.762	8.261	7.842	8.592	5.565
IL34	6.13	8.188	8.023	6.501	8.258	6.781	4.068	7.371	6.139	6.498	5.511	7.137	6.151	5.234	6.69	3.035
